year_month,min_gload_mw,q1_gload_mw,q2_gload_mw,q3_gload_mw,max_gload_mw,avg_co2_mass_tons_hr,avg_so2_mass_lbs_hr,avg_nox_mass_lbs_hr
2004-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05,0.0,0.0,0.0,0.0,25.0,0.13,0.0,0.19
2004-06,0.0,0.0,0.0,0.0,25.0,0.57,0.01,0.77
2004-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11,0.0,0.0,0.0,0.0,1.0,1.03,0.01,2.7
2004-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

